SP_CODE;SP_NAME;MN_NAME;DC_NAME;PR_NAME
11225000;Stanford SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11226000;Van Dyksbaai SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11227000;Vogelgat Nature Reserve SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11228000;Walkers Bay State Forest SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11229000;Zwelihle SP;Overstrand;Overberg District Municipality;WESTERN CAPE
11301000;Agulhas SP;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11302000;Arniston SP;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11302001;Aniston;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11303000;Bredasdorp SP;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11303001;Bredasdorp Nature Reserve;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11303002;Zwelitsha;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11304001;Bredasdorp NU;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11304002;Caledon NU;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11304003;Napier;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11305000;De Mond State Forest SP;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11306000;Elim SP;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11307000;Napier SP;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11307001;Blomfontein;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11307002;Napier;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11307003;Tamatekraal;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11308000;Struisbaai SP;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11308001;Argonauta Park;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11308002;Struisbaai North;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11308003;Suidestrand;Cape Agulhas;Overberg District Municipality;WESTERN CAPE
11401000;Barrydale SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11402000;Bontebok National Park SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11403000;Grootvadersbos State Forest SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11404000;Infanta SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11405000;Marloth Nature reserve SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11406000;Suurbraak SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11407000;Swellendam Part 1 SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11407001;Galgkop;Swellendam;Overberg District Municipality;WESTERN CAPE
11407002;Railton;Swellendam;Overberg District Municipality;WESTERN CAPE
11407003;Swellendam;Swellendam;Overberg District Municipality;WESTERN CAPE
11407005;The Hermitage;Swellendam;Overberg District Municipality;WESTERN CAPE
11408000;Zuurbraak State Forest SP;Swellendam;Overberg District Municipality;WESTERN CAPE
11409004;Swellendam NU;Swellendam;Overberg District Municipality;WESTERN CAPE
11497004;Swellendam NU;Swellendam;Overberg District Municipality;WESTERN CAPE
11501000;Bleshoek SP;Kannaland;Eden District Municipality;WESTERN CAPE
11502000;Calitzdorp SP;Kannaland;Eden District Municipality;WESTERN CAPE
11502001;Bergsig;Kannaland;Eden District Municipality;WESTERN CAPE
11503001;Calitzdorp NU;Kannaland;Eden District Municipality;WESTERN CAPE
11503002;Calitzdorp SH;Kannaland;Eden District Municipality;WESTERN CAPE
11503003;Ladismith NU;Kannaland;Eden District Municipality;WESTERN CAPE
11504000;Ladismith SP;Kannaland;Eden District Municipality;WESTERN CAPE
11504001;Ladismith East;Kannaland;Eden District Municipality;WESTERN CAPE
11505000;Swartberg State Forest SP;Kannaland;Eden District Municipality;WESTERN CAPE
11506000;Towerkop State Forest SP;Kannaland;Eden District Municipality;WESTERN CAPE
11507000;Zoar SP;Kannaland;Eden District Municipality;WESTERN CAPE
11507001;Amalienstein;Kannaland;Eden District Municipality;WESTERN CAPE
11507002;Droevlei;Kannaland;Eden District Municipality;WESTERN CAPE
11601000;Albertinia SP;Langeberg;Eden District Municipality;WESTERN CAPE
11601001;Theronville;Langeberg;Eden District Municipality;WESTERN CAPE
11602000;Boesmansbos Wilderness SP;Langeberg;Eden District Municipality;WESTERN CAPE
11603000;Garcia State Forest SP;Langeberg;Eden District Municipality;WESTERN CAPE
11604000;Gouritsmond SP;Langeberg;Eden District Municipality;WESTERN CAPE
11605000;Groot-Jongensfontein SP;Langeberg;Eden District Municipality;WESTERN CAPE
11606000;Grootvadersbos State Forest SP;Langeberg;Eden District Municipality;WESTERN CAPE
11607000;Heidelberg SP;Langeberg;Eden District Municipality;WESTERN CAPE
11608000;KwaNokuthula SP;Langeberg;Eden District Municipality;WESTERN CAPE
11609001;Heidelberg NU;Langeberg;Eden District Municipality;WESTERN CAPE
11609002;Heidelberg SH;Langeberg;Eden District Municipality;WESTERN CAPE
11609003;Melkhoutfontein SH;Langeberg;Eden District Municipality;WESTERN CAPE
11609004;Riversdal NU;Langeberg;Eden District Municipality;WESTERN CAPE
11609005;Riversdale NU;Langeberg;Eden District Municipality;WESTERN CAPE
11610000;Paardeberg State Forest SP;Langeberg;Eden District Municipality;WESTERN CAPE
11611000;Riversdale SP;Langeberg;Eden District Municipality;WESTERN CAPE
11611001;Mietjie se Kraal;Langeberg;Eden District Municipality;WESTERN CAPE
11611002;Riversdale SH;Langeberg;Eden District Municipality;WESTERN CAPE
11612000;Slangrivier SP;Langeberg;Eden District Municipality;WESTERN CAPE
11613000;Spioenkop State Forest SP;Langeberg;Eden District Municipality;WESTERN CAPE
11614000;Stilbaai SP;Langeberg;Eden District Municipality;WESTERN CAPE
11614001;Stilbaai SH;Langeberg;Eden District Municipality;WESTERN CAPE
11614002;Stilbaai-Wes;Langeberg;Eden District Municipality;WESTERN CAPE
11615000;Tyger State Forest SP;Langeberg;Eden District Municipality;WESTERN CAPE
11616001;Port Beaufort;Langeberg;Eden District Municipality;WESTERN CAPE
11701000;Bergsig SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11702000;Bogomsbaai SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11703000;Dana Baai SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11704000;Friemersheim SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11705000;Glentana SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11706001;The Island;Mossel Bay;Eden District Municipality;WESTERN CAPE
11707000;Groot Brak Rivier SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11707001;Greenhaven;Mossel Bay;Eden District Municipality;WESTERN CAPE
11708000;Hartenbos SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11709000;Herbertsdale SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11710001;Isazane;Mossel Bay;Eden District Municipality;WESTERN CAPE
11711001;Isinyoka;Mossel Bay;Eden District Municipality;WESTERN CAPE
11712000;Jonkersberg State Forest SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11713000;Klein Brak Rivier SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11714000;Kwanonqaba SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11714001;Kwanonqaba Ext;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715000;Mossel Bay Part 1 SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715001;Bay View;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715002;Boplaas;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715003;D' Almeida;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715004;De Nova;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715005;Die Bakke;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715006;Die Voor Baai;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715007;Fairview;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715008;Heiderand;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715009;Heiderand Extension;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715010;Linkside;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715011;Mossel Bay Central;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715012;Mossel Bay Ext 13;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715013;Mossel Bay Ext 15;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715014;Mossel Bay Ext 23;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715015;Mossel Bay Ext 26;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715016;Mossel Bay Ext 6;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715018;Mossel Bay Remainder;Mossel Bay;Eden District Municipality;WESTERN CAPE
11715019;Santos Bay;Mossel Bay;Eden District Municipality;WESTERN CAPE
11716000;Outeniqua Strand SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11716001;Bothastrand;Mossel Bay;Eden District Municipality;WESTERN CAPE
11717000;Reebok SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11718000;Ruitersbos State Forest SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11719000;Southern Cross SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11720000;Tergniet SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11721000;Vyf Brakke Fonteinen SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11722000;Wolwedans SP;Mossel Bay;Eden District Municipality;WESTERN CAPE
11723017;Mossel Bay NU;Mossel Bay;Eden District Municipality;WESTERN CAPE
11801000;Bergplaas State Parks SP;George;Eden District Municipality;WESTERN CAPE
11802000;George Part 2 SP;George;Eden District Municipality;WESTERN CAPE
11802001;Ballotsview;George;Eden District Municipality;WESTERN CAPE
11802002;Blanco;George;Eden District Municipality;WESTERN CAPE
11802003;Bodorp;George;Eden District Municipality;WESTERN CAPE
11802004;Borcherds;George;Eden District Municipality;WESTERN CAPE
11802005;Bos en Dal;George;Eden District Municipality;WESTERN CAPE
11802006;Camphers Drift;George;Eden District Municipality;WESTERN CAPE
11802007;Conville;George;Eden District Municipality;WESTERN CAPE
11802008;Denver Park;George;Eden District Municipality;WESTERN CAPE
11802009;Dormehls Drift;George;Eden District Municipality;WESTERN CAPE
11802010;George;George;Eden District Municipality;WESTERN CAPE
11802012;George Central;George;Eden District Municipality;WESTERN CAPE
11802013;George Industria;George;Eden District Municipality;WESTERN CAPE
11802015;George South;George;Eden District Municipality;WESTERN CAPE
11802016;Glenbarrie;George;Eden District Municipality;WESTERN CAPE
11802017;Groeneweid Park;George;Eden District Municipality;WESTERN CAPE
11802018;Heather Park;George;Eden District Municipality;WESTERN CAPE
11802019;Heatherlands;George;Eden District Municipality;WESTERN CAPE
11802021;King George Park;George;Eden District Municipality;WESTERN CAPE
11802022;Lavallia;George;Eden District Municipality;WESTERN CAPE
11802023;Loerie Park;George;Eden District Municipality;WESTERN CAPE
11802024;Mare Camp;George;Eden District Municipality;WESTERN CAPE
11802025;Parkdene;George;Eden District Municipality;WESTERN CAPE
11802026;Protea Park;George;Eden District Municipality;WESTERN CAPE
11802027;Rosemoor;George;Eden District Municipality;WESTERN CAPE
11803000;Herolds Bay SP;George;Eden District Municipality;WESTERN CAPE
11804000;Jonkersberg State Forest SP;George;Eden District Municipality;WESTERN CAPE
11805000;Langkloof State Forest SP;George;Eden District Municipality;WESTERN CAPE
11806000;Lawaaikamp SP;George;Eden District Municipality;WESTERN CAPE
11807000;Pacaltsdorp SP;George;Eden District Municipality;WESTERN CAPE
11807001;Dellville Park;George;Eden District Municipality;WESTERN CAPE
11807002;Deville Park;George;Eden District Municipality;WESTERN CAPE
11807003;Nu Dawn;George;Eden District Municipality;WESTERN CAPE
11807004;Pacaltsdorp;George;Eden District Municipality;WESTERN CAPE
11807005;Sea View;George;Eden District Municipality;WESTERN CAPE
11808000;Swartberg State Forest SP;George;Eden District Municipality;WESTERN CAPE
11809000;Thembalethu SP;George;Eden District Municipality;WESTERN CAPE
11809001;Thembalethu;George;Eden District Municipality;WESTERN CAPE
11810000;Wilderness SP;George;Eden District Municipality;WESTERN CAPE
11811000;Wilderness East SP;George;Eden District Municipality;WESTERN CAPE
11811001;Kleinkrantz;George;Eden District Municipality;WESTERN CAPE
11812000;Wilderness National Park SP;George;Eden District Municipality;WESTERN CAPE
11813000;Witfontein State Forest SP;George;Eden District Municipality;WESTERN CAPE
11814011;George AH;George;Eden District Municipality;WESTERN CAPE
11814014;George NU;George;Eden District Municipality;WESTERN CAPE
11814020;Hoekwill SH;George;Eden District Municipality;WESTERN CAPE
11901000;Bongelethu SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11902000;De Hoop SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11903000;De Rust SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11904000;Dysselsdorp SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11905000;Langkloof State Forest SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906000;Oudtshoorn Part 1 SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906001;Bridgeton;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906004;Netton;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906005;Oudtshoorn;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906007;Oudtshoorn Remainder;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906008;Seelandsnek;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906009;Toekomsrus;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11906010;Wesbank;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11907000;Swartberg State Forest SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11908000;Volmoed SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11909000;Wartberg State Forest SP;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11910002;Dysselsdorp SH;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11910003;Mayfair Ostrich Farm;Oudtshoorn;Eden District Municipality;WESTERN CAPE
11910006;Oudtshoorn NU;Oudtshoorn;Eden District Municipality;WESTERN CAPE
12001000;Bloukrans State Forest SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12002000;Harkerville State Forest SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12003000;Keurboomsrivier SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12004000;Keurboomstrand SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12005000;Klien Palmietrivier State Forest SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12006000;Kranshoek SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12007000;Kurland Estate SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12008000;Kwanokuthula SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12009000;Natures Valley SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12010001;Bossies Gif;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12010002;Weldon;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12011000;Plettenberg Bay Part 1 SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12011002;New Horizons;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12012000;Wittedrift SP;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12013001;Knysna NU;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12013003;Plettenberg Bay NU;Plettenberg Bay;Eden District Municipality;WESTERN CAPE
12101000;Bongani SP;Knysna;Eden District Municipality;WESTERN CAPE
12102000;Brenton-on-Sea SP;Knysna;Eden District Municipality;WESTERN CAPE
12103000;Buffelsbaai SP;Knysna;Eden District Municipality;WESTERN CAPE
12104000;Khayalethu South SP;Knysna;Eden District Municipality;WESTERN CAPE
12105000;Knysna Part 1 SP;Knysna;Eden District Municipality;WESTERN CAPE
12105001;Belvidere;Knysna;Eden District Municipality;WESTERN CAPE
12105002;Bongani;Knysna;Eden District Municipality;WESTERN CAPE
12105003;Concordia;Knysna;Eden District Municipality;WESTERN CAPE
12105004;Dam se Bos;Knysna;Eden District Municipality;WESTERN CAPE
12105005;Eastford;Knysna;Eden District Municipality;WESTERN CAPE
12105006;Flenters;Knysna;Eden District Municipality;WESTERN CAPE
12105007;Hornlee;Knysna;Eden District Municipality;WESTERN CAPE
12105008;Hunters Home;Knysna;Eden District Municipality;WESTERN CAPE
12105009;Joodse Kamp;Knysna;Eden District Municipality;WESTERN CAPE
12105010;Knoetzie;Knysna;Eden District Municipality;WESTERN CAPE
12105011;Knysna Central;Knysna;Eden District Municipality;WESTERN CAPE
12105012;Knysna Municipal Forest;Knysna;Eden District Municipality;WESTERN CAPE
12105014;Leisure Island;Knysna;Eden District Municipality;WESTERN CAPE
12105015;Mount Joy;Knysna;Eden District Municipality;WESTERN CAPE
12105016;Nekkies;Knysna;Eden District Municipality;WESTERN CAPE
12105017;Ou Plaas;Knysna;Eden District Municipality;WESTERN CAPE
12105018;Rhobololo;Knysna;Eden District Municipality;WESTERN CAPE
12105019;Sunridge;Knysna;Eden District Municipality;WESTERN CAPE
